States,Date,Confirmed Cases,Recovered Cases,Death Cases
Colorado,2/29/2020,0,0,0
Colorado,2/28/2020,0,0,0
Colorado,2/28/2020,0,0,0
Colorado,2/28/2020,0,0,0
Colorado,2/28/2020,0,0,0
Colorado,2/28/2020,0,0,0
Colorado,2/28/2020,0,0,0
Colorado,2/28/2020,0,0,0
Colorado,2/28/2020,0,0,0
Colorado,2/28/2020,0,0,0
Colorado,2/28/2020,0,0,0
Colorado,2/27/2020,0,0,0
Colorado,2/27/2020,0,0,0
Colorado,2/27/2020,0,0,0
Colorado,2/27/2020,0,0,0
Colorado,2/27/2020,0,0,0
Colorado,2/27/2020,0,0,0
Colorado,2/27/2020,0,0,0
Colorado,2/27/2020,0,0,0
Colorado,2/27/2020,0,0,0
Colorado,2/27/2020,0,0,0
Colorado,2/26/2020,0,0,0
Colorado,2/26/2020,0,0,0
Colorado,2/26/2020,0,0,0
Colorado,2/26/2020,0,0,0
Colorado,2/26/2020,0,0,0
Colorado,2/26/2020,0,0,0
Colorado,2/26/2020,0,0,0
Colorado,2/26/2020,0,0,0
Colorado,2/26/2020,0,0,0
Colorado,2/26/2020,0,0,0
Colorado,2/25/2020,0,0,0
Colorado,2/25/2020,0,0,0
Colorado,2/25/2020,0,0,0
Colorado,2/25/2020,0,0,0
Colorado,2/25/2020,0,0,0
Colorado,2/25/2020,0,0,0
Colorado,2/25/2020,0,0,0
Colorado,2/25/2020,0,0,0
Colorado,2/25/2020,0,0,0
Colorado,2/25/2020,0,0,0
Colorado,2/24/2020,0,0,0
Colorado,2/24/2020,0,0,0
Colorado,2/24/2020,0,0,0
Colorado,2/24/2020,0,0,0
Colorado,2/24/2020,0,0,0
Colorado,2/24/2020,0,0,0
Colorado,2/24/2020,0,0,0
Colorado,2/24/2020,0,0,0
Colorado,2/24/2020,0,0,0
Colorado,2/24/2020,0,0,0
Colorado,2/23/2020,0,0,0
Colorado,2/23/2020,0,0,0
Colorado,2/23/2020,0,0,0
Colorado,2/23/2020,0,0,0
Colorado,2/23/2020,0,0,0
Colorado,2/23/2020,0,0,0
Colorado,2/23/2020,0,0,0
Colorado,2/23/2020,0,0,0
Colorado,2/23/2020,0,0,0
Colorado,2/23/2020,0,0,0
Colorado,2/22/2020,0,0,0
Colorado,2/22/2020,0,0,0
Colorado,2/22/2020,0,0,0
Colorado,2/22/2020,0,0,0
Colorado,2/22/2020,0,0,0
Colorado,2/22/2020,0,0,0
Colorado,2/22/2020,0,0,0
Colorado,2/22/2020,0,0,0
Colorado,2/22/2020,0,0,0
Colorado,2/22/2020,0,0,0
Colorado,2/21/2020,0,0,0
Colorado,2/21/2020,0,0,0
Colorado,2/21/2020,0,0,0
Colorado,2/21/2020,0,0,0
Colorado,2/21/2020,0,0,0
Colorado,2/21/2020,0,0,0
Colorado,2/21/2020,0,0,0
Colorado,2/21/2020,0,0,0
Colorado,2/21/2020,0,0,0
Colorado,2/21/2020,0,0,0
Colorado,2/20/2020,0,0,0
Colorado,2/20/2020,0,0,0
Colorado,2/20/2020,0,0,0
Colorado,2/20/2020,0,0,0
Colorado,2/20/2020,0,0,0
Colorado,2/20/2020,0,0,0
Colorado,2/20/2020,0,0,0
Colorado,2/20/2020,0,0,0
Colorado,2/20/2020,0,0,0
Colorado,2/20/2020,0,0,0
Colorado,2/19/2020,0,0,0
Colorado,2/19/2020,0,0,0
Colorado,2/19/2020,0,0,0
Colorado,2/19/2020,0,0,0
Colorado,2/19/2020,0,0,0
Colorado,2/19/2020,0,0,0
Colorado,2/19/2020,0,0,0
Colorado,2/19/2020,0,0,0
Colorado,2/19/2020,0,0,0
Colorado,2/19/2020,0,0,0
Colorado,2/18/2020,0,0,0
Colorado,2/18/2020,0,0,0
Colorado,2/18/2020,0,0,0
Colorado,2/18/2020,0,0,0
Colorado,2/18/2020,0,0,0
Colorado,2/18/2020,0,0,0
Colorado,2/18/2020,0,0,0
Colorado,2/18/2020,0,0,0
Colorado,2/18/2020,0,0,0
Colorado,2/18/2020,0,0,0
Colorado,2/17/2020,0,0,0
Colorado,2/17/2020,0,0,0
Colorado,2/17/2020,0,0,0
Colorado,2/17/2020,0,0,0
Colorado,2/17/2020,0,0,0
Colorado,2/17/2020,0,0,0
Colorado,2/17/2020,0,0,0
Colorado,2/17/2020,0,0,0
Colorado,2/17/2020,0,0,0
Colorado,2/17/2020,0,0,0
Colorado,2/16/2020,0,0,0
Colorado,2/16/2020,0,0,0
Colorado,2/16/2020,0,0,0
Colorado,2/16/2020,0,0,0
Colorado,2/16/2020,0,0,0
Colorado,2/16/2020,0,0,0
Colorado,2/16/2020,0,0,0
Colorado,2/16/2020,0,0,0
Colorado,2/16/2020,0,0,0
Colorado,2/16/2020,0,0,0
Colorado,2/15/2020,0,0,0
Colorado,2/15/2020,0,0,0
Colorado,2/15/2020,0,0,0
Colorado,2/15/2020,0,0,0
Colorado,2/15/2020,0,0,0
Colorado,2/15/2020,0,0,0
Colorado,2/15/2020,0,0,0
Colorado,2/15/2020,0,0,0
Colorado,2/15/2020,0,0,0
Colorado,2/15/2020,0,0,0
Colorado,2/14/2020,0,0,0
Colorado,2/14/2020,0,0,0
Colorado,2/14/2020,0,0,0
Colorado,2/14/2020,0,0,0
Colorado,2/14/2020,0,0,0
Colorado,2/14/2020,0,0,0
Colorado,2/14/2020,0,0,0
Colorado,2/14/2020,0,0,0
Colorado,2/14/2020,0,0,0
Colorado,2/14/2020,0,0,0
Colorado,2/13/2020,0,0,0
Colorado,2/13/2020,0,0,0
Colorado,2/13/2020,0,0,0
Colorado,2/13/2020,0,0,0
Colorado,2/13/2020,0,0,0
Colorado,2/13/2020,0,0,0
Colorado,2/13/2020,0,0,0
Colorado,2/13/2020,0,0,0
Colorado,2/13/2020,0,0,0
Colorado,2/13/2020,0,0,0
Colorado,2/12/2020,0,0,0
Colorado,2/12/2020,0,0,0
Colorado,2/12/2020,0,0,0
Colorado,2/12/2020,0,0,0
Colorado,2/12/2020,0,0,0
Colorado,2/12/2020,0,0,0
Colorado,2/12/2020,0,0,0
Colorado,2/12/2020,0,0,0
Colorado,2/12/2020,0,0,0
Colorado,2/12/2020,0,0,0
Colorado,2/11/2020,0,0,0
Colorado,2/11/2020,0,0,0
Colorado,2/11/2020,0,0,0
Colorado,2/11/2020,0,0,0
Colorado,2/11/2020,0,0,0
Colorado,2/11/2020,0,0,0
Colorado,2/11/2020,0,0,0
Colorado,2/11/2020,0,0,0
Colorado,2/11/2020,0,0,0
Colorado,2/11/2020,0,0,0
Colorado,2/10/2020,0,0,0
Colorado,2/10/2020,0,0,0
Colorado,2/10/2020,0,0,0
Colorado,2/10/2020,0,0,0
Colorado,2/10/2020,0,0,0
Colorado,2/10/2020,0,0,0
Colorado,2/10/2020,0,0,0
Colorado,2/10/2020,0,0,0
Colorado,2/10/2020,0,0,0
Colorado,2/10/2020,0,0,0
Colorado,2/9/2020,0,0,0
Colorado,2/9/2020,0,0,0
Colorado,2/9/2020,0,0,0
Colorado,2/9/2020,0,0,0
Colorado,2/9/2020,0,0,0
Colorado,2/9/2020,0,0,0
Colorado,2/9/2020,0,0,0
Colorado,2/9/2020,0,0,0
Colorado,2/9/2020,0,0,0
Colorado,2/9/2020,0,0,0
Colorado,2/8/2020,0,0,0
Colorado,2/8/2020,0,0,0
Colorado,2/8/2020,0,0,0
Colorado,2/8/2020,0,0,0
Colorado,2/8/2020,0,0,0
Colorado,2/8/2020,0,0,0
Colorado,2/8/2020,0,0,0
Colorado,2/8/2020,0,0,0
Colorado,2/8/2020,0,0,0
Colorado,2/8/2020,0,0,0
Colorado,2/7/2020,0,0,0
Colorado,2/7/2020,0,0,0
Colorado,2/7/2020,0,0,0
Colorado,2/7/2020,0,0,0
Colorado,2/7/2020,0,0,0
Colorado,2/7/2020,0,0,0
Colorado,2/7/2020,0,0,0
Colorado,2/7/2020,0,0,0
Colorado,2/7/2020,0,0,0
Colorado,2/7/2020,0,0,0
Colorado,2/6/2020,0,0,0
Colorado,2/6/2020,0,0,0
Colorado,2/6/2020,0,0,0
Colorado,2/6/2020,0,0,0
Colorado,2/6/2020,0,0,0
Colorado,2/6/2020,0,0,0
Colorado,2/6/2020,0,0,0
Colorado,2/6/2020,0,0,0
Colorado,2/6/2020,0,0,0
Colorado,2/6/2020,0,0,0
Colorado,2/5/2020,0,0,0
Colorado,2/5/2020,0,0,0
Colorado,2/5/2020,0,0,0
Colorado,2/5/2020,0,0,0
Colorado,2/5/2020,0,0,0
Colorado,2/5/2020,0,0,0
Colorado,2/5/2020,0,0,0
Colorado,2/5/2020,0,0,0
Colorado,2/5/2020,0,0,0
Colorado,2/5/2020,0,0,0
Colorado,2/4/2020,0,0,0
Colorado,2/4/2020,0,0,0
Colorado,2/4/2020,0,0,0
Colorado,2/4/2020,0,0,0
Colorado,2/4/2020,0,0,0
Colorado,2/4/2020,0,0,0
Colorado,2/4/2020,0,0,0
Colorado,2/4/2020,0,0,0
Colorado,2/4/2020,0,0,0
Colorado,2/4/2020,0,0,0
Colorado,2/3/2020,0,0,0
Colorado,2/3/2020,0,0,0
Colorado,2/3/2020,0,0,0
Colorado,2/3/2020,0,0,0
Colorado,2/3/2020,0,0,0
Colorado,2/3/2020,0,0,0
Colorado,2/3/2020,0,0,0
Colorado,2/3/2020,0,0,0
Colorado,2/3/2020,0,0,0
Colorado,2/3/2020,0,0,0
Colorado,2/2/2020,0,0,0
Colorado,2/2/2020,0,0,0
Colorado,2/2/2020,0,0,0
Colorado,2/2/2020,0,0,0
Colorado,2/2/2020,0,0,0
Colorado,2/2/2020,0,0,0
Colorado,2/2/2020,0,0,0
Colorado,2/2/2020,0,0,0
Colorado,2/2/2020,0,0,0
Colorado,2/2/2020,0,0,0
Colorado,2/1/2020,0,0,0
Colorado,2/1/2020,0,0,0
Colorado,2/1/2020,0,0,0
Colorado,2/1/2020,0,0,0
Colorado,2/1/2020,0,0,0
Colorado,2/1/2020,0,0,0
Colorado,2/1/2020,0,0,0
Colorado,2/1/2020,0,0,0
Colorado,2/1/2020,0,0,0
Colorado,2/1/2020,0,0,0
Colorado,1/31/2020,0,0,0
Colorado,1/31/2020,0,0,0
Colorado,1/31/2020,0,0,0
Colorado,1/31/2020,0,0,0
Colorado,1/31/2020,0,0,0
Colorado,1/31/2020,0,0,0
Colorado,1/31/2020,0,0,0
Colorado,1/31/2020,0,0,0
Colorado,1/31/2020,0,0,0
Colorado,1/31/2020,0,0,0
Colorado,1/30/2020,0,0,0
Colorado,1/30/2020,0,0,0
Colorado,1/30/2020,0,0,0
Colorado,1/30/2020,0,0,0
Colorado,1/30/2020,0,0,0
Colorado,1/30/2020,0,0,0
Colorado,1/30/2020,0,0,0
Colorado,1/30/2020,0,0,0
Colorado,1/30/2020,0,0,0
Colorado,1/30/2020,0,0,0
Colorado,1/29/2020,0,0,0
Colorado,1/29/2020,0,0,0
Colorado,1/29/2020,0,0,0
Colorado,1/29/2020,0,0,0
Colorado,1/29/2020,0,0,0
Colorado,1/29/2020,0,0,0
Colorado,1/29/2020,0,0,0
Colorado,1/29/2020,0,0,0
Colorado,1/29/2020,0,0,0
Colorado,1/29/2020,0,0,0
Colorado,1/28/2020,0,0,0
Colorado,1/28/2020,0,0,0
Colorado,1/28/2020,0,0,0
Colorado,1/28/2020,0,0,0
Colorado,1/28/2020,0,0,0
Colorado,1/28/2020,0,0,0
Colorado,1/28/2020,0,0,0
Colorado,1/28/2020,0,0,0
Colorado,1/28/2020,0,0,0
Colorado,1/28/2020,0,0,0
Colorado,1/27/2020,0,0,0
Colorado,1/27/2020,0,0,0
Colorado,1/27/2020,0,0,0
Colorado,1/27/2020,0,0,0
Colorado,1/27/2020,0,0,0
Colorado,1/27/2020,0,0,0
Colorado,1/27/2020,0,0,0
Colorado,1/27/2020,0,0,0
Colorado,1/27/2020,0,0,0
Colorado,1/27/2020,0,0,0
Colorado,1/26/2020,0,0,0
Colorado,1/26/2020,0,0,0
Colorado,1/26/2020,0,0,0
Colorado,1/26/2020,0,0,0
Colorado,1/26/2020,0,0,0
Colorado,1/26/2020,0,0,0
Colorado,1/26/2020,0,0,0
Colorado,1/26/2020,0,0,0
Colorado,1/26/2020,0,0,0
Colorado,1/26/2020,0,0,0
Colorado,1/25/2020,0,0,0
Colorado,1/25/2020,0,0,0
Colorado,1/25/2020,0,0,0
Colorado,1/25/2020,0,0,0
Colorado,1/25/2020,0,0,0
Colorado,1/25/2020,0,0,0
Colorado,1/25/2020,0,0,0
Colorado,1/25/2020,0,0,0
Colorado,1/25/2020,0,0,0
Colorado,1/25/2020,0,0,0
Colorado,1/24/2020,0,0,0
Colorado,1/24/2020,0,0,0
Colorado,1/24/2020,0,0,0
Colorado,1/24/2020,0,0,0
Colorado,1/24/2020,0,0,0
Colorado,1/24/2020,0,0,0
Colorado,1/24/2020,0,0,0
Colorado,1/24/2020,0,0,0
Colorado,1/24/2020,0,0,0
Colorado,1/24/2020,0,0,0
Colorado,1/23/2020,0,0,0
Colorado,1/23/2020,0,0,0
Colorado,1/23/2020,0,0,0
Colorado,1/23/2020,0,0,0
Colorado,1/23/2020,0,0,0
Colorado,1/23/2020,0,0,0
Colorado,1/23/2020,0,0,0
Colorado,1/23/2020,0,0,0
Colorado,1/23/2020,0,0,0
Colorado,1/23/2020,0,0,0
Colorado,1/22/2020,0,0,0
Colorado,1/22/2020,0,0,0
Colorado,1/22/2020,0,0,0
Colorado,1/22/2020,0,0,0
Colorado,1/22/2020,0,0,0
Colorado,1/22/2020,0,0,0
Colorado,1/22/2020,0,0,0
Colorado,1/22/2020,0,0,0
Colorado,1/22/2020,0,0,0
Colorado,1/22/2020,0,0,0
Connecticut,3/19/2020,159,0,2
Connecticut,3/19/2020,0,0,0
Connecticut,3/19/2020,0,0,0
Connecticut,3/18/2020,68,0,0
Connecticut,3/18/2020,0,0,0
Connecticut,3/18/2020,0,0,0
Connecticut,3/17/2020,68,0,0
Connecticut,3/17/2020,0,0,0
Connecticut,3/17/2020,0,0,0
Connecticut,3/16/2020,30,0,0
Connecticut,3/16/2020,0,0,0
Connecticut,3/16/2020,0,0,0
Connecticut,3/15/2020,24,0,0
Connecticut,3/15/2020,0,0,0
Connecticut,3/15/2020,0,0,0
Connecticut,3/14/2020,22,0,0
Connecticut,3/14/2020,0,0,0
Connecticut,3/14/2020,0,0,0
Connecticut,3/13/2020,11,0,0
Connecticut,3/13/2020,0,0,0
Connecticut,3/13/2020,0,0,0
Connecticut,3/12/2020,5,0,0
Connecticut,3/12/2020,0,0,0
Connecticut,3/12/2020,0,0,0
Connecticut,3/11/2020,3,0,0
Connecticut,3/11/2020,0,0,0
Connecticut,3/11/2020,0,0,0
Connecticut,3/10/2020,2,0,0
Connecticut,3/10/2020,0,0,0
Connecticut,3/10/2020,0,0,0
Connecticut,3/9/2020,0,0,0
Connecticut,3/9/2020,0,0,0
Connecticut,3/9/2020,0,0,0
Connecticut,3/8/2020,0,0,0
Connecticut,3/8/2020,0,0,0
Connecticut,3/8/2020,0,0,0
Connecticut,3/7/2020,0,0,0
Connecticut,3/7/2020,0,0,0
Connecticut,3/7/2020,0,0,0
Connecticut,3/6/2020,0,0,0
Connecticut,3/6/2020,0,0,0
Connecticut,3/6/2020,0,0,0
Connecticut,3/5/2020,0,0,0
Connecticut,3/5/2020,0,0,0
Connecticut,3/5/2020,0,0,0
Connecticut,3/4/2020,0,0,0
Connecticut,3/4/2020,0,0,0
Connecticut,3/4/2020,0,0,0
Connecticut,3/3/2020,0,0,0
Connecticut,3/3/2020,0,0,0
Connecticut,3/3/2020,0,0,0
Connecticut,3/2/2020,0,0,0
Connecticut,3/2/2020,0,0,0
Connecticut,3/2/2020,0,0,0
Connecticut,3/1/2020,0,0,0
Connecticut,3/1/2020,0,0,0
Connecticut,3/1/2020,0,0,0
Connecticut,2/29/2020,0,0,0
Connecticut,2/29/2020,0,0,0
Connecticut,2/29/2020,0,0,0
Connecticut,2/28/2020,0,0,0
Connecticut,2/28/2020,0,0,0
Connecticut,2/28/2020,0,0,0
Connecticut,2/27/2020,0,0,0
Connecticut,2/27/2020,0,0,0
Connecticut,2/27/2020,0,0,0
Connecticut,2/26/2020,0,0,0
Connecticut,2/26/2020,0,0,0
Connecticut,2/26/2020,0,0,0
Connecticut,2/25/2020,0,0,0
Connecticut,2/25/2020,0,0,0
Connecticut,2/25/2020,0,0,0
Connecticut,2/24/2020,0,0,0
Connecticut,2/24/2020,0,0,0
Connecticut,2/24/2020,0,0,0
Connecticut,2/23/2020,0,0,0
Connecticut,2/23/2020,0,0,0
Connecticut,2/23/2020,0,0,0
Connecticut,2/22/2020,0,0,0
Connecticut,2/22/2020,0,0,0
Connecticut,2/22/2020,0,0,0
Connecticut,2/21/2020,0,0,0
Connecticut,2/21/2020,0,0,0
Connecticut,2/21/2020,0,0,0
Connecticut,2/20/2020,0,0,0
Connecticut,2/20/2020,0,0,0
Connecticut,2/20/2020,0,0,0
Connecticut,2/19/2020,0,0,0
Connecticut,2/19/2020,0,0,0
Connecticut,2/19/2020,0,0,0
Connecticut,2/18/2020,0,0,0
Connecticut,2/18/2020,0,0,0
Connecticut,2/18/2020,0,0,0
Connecticut,2/17/2020,0,0,0
Connecticut,2/17/2020,0,0,0
Connecticut,2/17/2020,0,0,0
Connecticut,2/16/2020,0,0,0
Connecticut,2/16/2020,0,0,0
Connecticut,2/16/2020,0,0,0
Connecticut,2/15/2020,0,0,0
Connecticut,2/15/2020,0,0,0
Connecticut,2/15/2020,0,0,0
Connecticut,2/14/2020,0,0,0
Connecticut,2/14/2020,0,0,0
Connecticut,2/14/2020,0,0,0
Connecticut,2/13/2020,0,0,0
Connecticut,2/13/2020,0,0,0
Connecticut,2/13/2020,0,0,0
Connecticut,2/12/2020,0,0,0
Connecticut,2/12/2020,0,0,0
Connecticut,2/12/2020,0,0,0
Connecticut,2/11/2020,0,0,0
Connecticut,2/11/2020,0,0,0
Connecticut,2/11/2020,0,0,0
Connecticut,2/10/2020,0,0,0
Connecticut,2/10/2020,0,0,0
Connecticut,2/10/2020,0,0,0
Connecticut,2/9/2020,0,0,0
Connecticut,2/9/2020,0,0,0
Connecticut,2/9/2020,0,0,0
Connecticut,2/8/2020,0,0,0
Connecticut,2/8/2020,0,0,0
Connecticut,2/8/2020,0,0,0
Connecticut,2/7/2020,0,0,0
Connecticut,2/7/2020,0,0,0
Connecticut,2/7/2020,0,0,0
Connecticut,2/6/2020,0,0,0
Connecticut,2/6/2020,0,0,0
Connecticut,2/6/2020,0,0,0
Connecticut,2/5/2020,0,0,0
Connecticut,2/5/2020,0,0,0
Connecticut,2/5/2020,0,0,0
Connecticut,2/4/2020,0,0,0
Connecticut,2/4/2020,0,0,0
Connecticut,2/4/2020,0,0,0
Connecticut,2/3/2020,0,0,0
Connecticut,2/3/2020,0,0,0
Connecticut,2/3/2020,0,0,0
Connecticut,2/2/2020,0,0,0
Connecticut,2/2/2020,0,0,0
Connecticut,2/2/2020,0,0,0
Connecticut,2/1/2020,0,0,0
Connecticut,2/1/2020,0,0,0
Connecticut,2/1/2020,0,0,0
Connecticut,1/31/2020,0,0,0
Connecticut,1/31/2020,0,0,0
Connecticut,1/31/2020,0,0,0
Connecticut,1/30/2020,0,0,0
Connecticut,1/30/2020,0,0,0
Connecticut,1/30/2020,0,0,0
Connecticut,1/29/2020,0,0,0
Connecticut,1/29/2020,0,0,0
Connecticut,1/29/2020,0,0,0
Connecticut,1/28/2020,0,0,0
Connecticut,1/28/2020,0,0,0
Connecticut,1/28/2020,0,0,0
Connecticut,1/27/2020,0,0,0
Connecticut,1/27/2020,0,0,0
Connecticut,1/27/2020,0,0,0
Connecticut,1/26/2020,0,0,0
Connecticut,1/26/2020,0,0,0
Connecticut,1/26/2020,0,0,0
Connecticut,1/25/2020,0,0,0
Connecticut,1/25/2020,0,0,0
Connecticut,1/25/2020,0,0,0
Connecticut,1/24/2020,0,0,0
Connecticut,1/24/2020,0,0,0
Connecticut,1/24/2020,0,0,0
Connecticut,1/23/2020,0,0,0
Connecticut,1/23/2020,0,0,0
Connecticut,1/23/2020,0,0,0
Connecticut,1/22/2020,0,0,0
Connecticut,1/22/2020,0,0,0
Connecticut,1/22/2020,0,0,0
Delaware,3/19/2020,30,0,0
Delaware,3/19/2020,0,0,0
Delaware,3/18/2020,19,0,0
Delaware,3/18/2020,0,0,0
Delaware,3/17/2020,16,0,0
Delaware,3/17/2020,0,0,0
Delaware,3/16/2020,8,0,0
Delaware,3/16/2020,0,0,0
Delaware,3/15/2020,7,0,0
Delaware,3/15/2020,0,0,0
Delaware,3/14/2020,6,0,0
Delaware,3/14/2020,0,0,0
Delaware,3/13/2020,4,0,0
Delaware,3/13/2020,0,0,0
Delaware,3/12/2020,1,0,0
Delaware,3/12/2020,0,0,0
Delaware,3/11/2020,1,0,0
Delaware,3/11/2020,0,0,0
Delaware,3/10/2020,0,0,0
Delaware,3/10/2020,0,0,0
Delaware,3/9/2020,0,0,0
Delaware,3/9/2020,0,0,0
Delaware,3/8/2020,0,0,0
Delaware,3/8/2020,0,0,0
Delaware,3/7/2020,0,0,0
Delaware,3/7/2020,0,0,0
Delaware,3/6/2020,0,0,0
Delaware,3/6/2020,0,0,0
Delaware,3/5/2020,0,0,0
Delaware,3/5/2020,0,0,0
Delaware,3/4/2020,0,0,0
Delaware,3/4/2020,0,0,0
Delaware,3/3/2020,0,0,0
Delaware,3/3/2020,0,0,0
Delaware,3/2/2020,0,0,0
Delaware,3/2/2020,0,0,0
Delaware,3/1/2020,0,0,0
Delaware,3/1/2020,0,0,0
Delaware,2/29/2020,0,0,0
Delaware,2/29/2020,0,0,0
Delaware,2/28/2020,0,0,0
Delaware,2/28/2020,0,0,0
Delaware,2/27/2020,0,0,0
Delaware,2/27/2020,0,0,0
Delaware,2/26/2020,0,0,0
Delaware,2/26/2020,0,0,0
Delaware,2/25/2020,0,0,0
Delaware,2/25/2020,0,0,0
Delaware,2/24/2020,0,0,0
Delaware,2/24/2020,0,0,0
Delaware,2/23/2020,0,0,0
Delaware,2/23/2020,0,0,0
Delaware,2/22/2020,0,0,0
Delaware,2/22/2020,0,0,0
Delaware,2/21/2020,0,0,0
Delaware,2/21/2020,0,0,0
Delaware,2/20/2020,0,0,0
Delaware,2/20/2020,0,0,0
Delaware,2/19/2020,0,0,0
Delaware,2/19/2020,0,0,0
Delaware,2/18/2020,0,0,0
Delaware,2/18/2020,0,0,0
Delaware,2/17/2020,0,0,0
Delaware,2/17/2020,0,0,0
Delaware,2/16/2020,0,0,0
Delaware,2/16/2020,0,0,0
Delaware,2/15/2020,0,0,0
Delaware,2/15/2020,0,0,0
Delaware,2/14/2020,0,0,0
Delaware,2/14/2020,0,0,0
Delaware,2/13/2020,0,0,0
Delaware,2/13/2020,0,0,0
Delaware,2/12/2020,0,0,0
Delaware,2/12/2020,0,0,0
Delaware,2/11/2020,0,0,0
Delaware,2/11/2020,0,0,0
Delaware,2/10/2020,0,0,0
Delaware,2/10/2020,0,0,0
Delaware,2/9/2020,0,0,0
Delaware,2/9/2020,0,0,0
Delaware,2/8/2020,0,0,0
Delaware,2/8/2020,0,0,0
Delaware,2/7/2020,0,0,0
Delaware,2/7/2020,0,0,0
Delaware,2/6/2020,0,0,0
Delaware,2/6/2020,0,0,0
Delaware,2/5/2020,0,0,0
Delaware,2/5/2020,0,0,0
Delaware,2/4/2020,0,0,0
Delaware,2/4/2020,0,0,0
Delaware,2/3/2020,0,0,0
Delaware,2/3/2020,0,0,0
Delaware,2/2/2020,0,0,0
Delaware,2/2/2020,0,0,0
Delaware,2/1/2020,0,0,0
Delaware,2/1/2020,0,0,0
Delaware,1/31/2020,0,0,0
Delaware,1/31/2020,0,0,0
Delaware,1/30/2020,0,0,0
Delaware,1/30/2020,0,0,0
Delaware,1/29/2020,0,0,0
Delaware,1/29/2020,0,0,0
Delaware,1/28/2020,0,0,0
Delaware,1/28/2020,0,0,0
Delaware,1/27/2020,0,0,0
Delaware,1/27/2020,0,0,0
Delaware,1/26/2020,0,0,0
Delaware,1/26/2020,0,0,0
Delaware,1/25/2020,0,0,0
Delaware,1/25/2020,0,0,0
Delaware,1/24/2020,0,0,0
Delaware,1/24/2020,0,0,0
Delaware,1/23/2020,0,0,0
Delaware,1/23/2020,0,0,0
Delaware,1/22/2020,0,0,0
Delaware,1/22/2020,0,0,0
Diamond Princess,3/19/2020,47,0,0
Diamond Princess,3/18/2020,47,0,0
Diamond Princess,3/17/2020,47,0,0
Diamond Princess,3/16/2020,47,0,0
Diamond Princess,3/15/2020,46,0,0
Diamond Princess,3/14/2020,46,0,0
Diamond Princess,3/13/2020,46,0,0
Diamond Princess,3/12/2020,46,0,0
Diamond Princess,3/11/2020,46,0,0
Diamond Princess,3/10/2020,46,0,0
Diamond Princess,3/9/2020,45,0,0
Diamond Princess,3/8/2020,45,0,0
Diamond Princess,3/7/2020,45,0,0
Diamond Princess,3/6/2020,45,0,0
Diamond Princess,3/5/2020,45,0,0
Diamond Princess,3/4/2020,45,0,0
Diamond Princess,3/3/2020,45,0,0
Diamond Princess,3/2/2020,45,0,0
Diamond Princess,3/1/2020,44,0,0
Diamond Princess,2/29/2020,44,0,0
Diamond Princess,2/28/2020,44,0,0
Diamond Princess,2/27/2020,42,0,0
Diamond Princess,2/26/2020,42,0,0
Diamond Princess,2/25/2020,36,0,0
Diamond Princess,2/24/2020,36,0,0
Diamond Princess,2/23/2020,0,0,0
Diamond Princess,2/22/2020,0,0,0
Diamond Princess,2/21/2020,0,0,0
Diamond Princess,2/20/2020,0,0,0
Diamond Princess,2/19/2020,0,0,0
Diamond Princess,2/18/2020,0,0,0
Diamond Princess,2/17/2020,0,0,0
Diamond Princess,2/16/2020,0,0,0
Diamond Princess,2/15/2020,0,0,0
Diamond Princess,2/14/2020,0,0,0
Diamond Princess,2/13/2020,0,0,0
Diamond Princess,2/12/2020,0,0,0
Diamond Princess,2/11/2020,0,0,0
Diamond Princess,2/10/2020,0,0,0
Diamond Princess,2/9/2020,0,0,0
Diamond Princess,2/8/2020,0,0,0
Diamond Princess,2/7/2020,0,0,0
Diamond Princess,2/6/2020,0,0,0
Diamond Princess,2/5/2020,0,0,0
Diamond Princess,2/4/2020,0,0,0
Diamond Princess,2/3/2020,0,0,0
Diamond Princess,2/2/2020,0,0,0
Diamond Princess,2/1/2020,0,0,0
Diamond Princess,1/31/2020,0,0,0
Diamond Princess,1/30/2020,0,0,0
Diamond Princess,1/29/2020,0,0,0
Diamond Princess,1/28/2020,0,0,0
Diamond Princess,1/27/2020,0,0,0
Diamond Princess,1/26/2020,0,0,0
Diamond Princess,1/25/2020,0,0,0
Diamond Princess,1/24/2020,0,0,0
Diamond Princess,1/23/2020,0,0,0
Diamond Princess,1/22/2020,0,0,0
District of Columbia,3/19/2020,40,0,0
District of Columbia,3/18/2020,31,0,0
District of Columbia,3/17/2020,22,0,0
District of Columbia,3/16/2020,22,0,0
District of Columbia,3/15/2020,16,0,0
District of Columbia,3/14/2020,10,0,0
District of Columbia,3/13/2020,10,0,0
District of Columbia,3/12/2020,10,0,0
District of Columbia,3/11/2020,10,0,0
District of Columbia,3/10/2020,5,0,0
District of Columbia,3/9/2020,2,0,0
District of Columbia,3/8/2020,2,0,0
District of Columbia,3/7/2020,0,0,0
District of Columbia,3/6/2020,0,0,0
District of Columbia,3/5/2020,0,0,0
District of Columbia,3/4/2020,0,0,0
District of Columbia,3/3/2020,0,0,0
District of Columbia,3/2/2020,0,0,0
District of Columbia,3/1/2020,0,0,0
District of Columbia,2/29/2020,0,0,0
District of Columbia,2/28/2020,0,0,0
District of Columbia,2/27/2020,0,0,0
District of Columbia,2/26/2020,0,0,0
District of Columbia,2/25/2020,0,0,0
District of Columbia,2/24/2020,0,0,0
